# Identification List of Lines in Stellar Spectra (2951 A - 1.32 um)
 7025.52    O I         32                 3.     
 7027.60    FeI         1221               1.      
 7027.797   CoI         179                6.     
 7028.58    FeI   P  P  463                        
 7028.60    NiI   P  P  156        
 7028.95    NiI   P  P  61        
 7030.06    NiI         126                3.     
 7030.33    HfII        66               150.     
 7031.02    FeI   P  P  1173                       
 7031.42    FeI   P  P  1278                       
 7032.16    NiI         279                1.      
 7032.4127  NeI         1                 10.      
 7033.0     [TiIII]  F  3        
 7034.06    FeI   P  P  1190                       
 7034.08    FeI   P  P  1190                       
 7034.42    NiI         97                 1.     
 7034.96    SiI         50                50.      
 7035.86    TiI         307                2.      
 7037.04    FeI   P  P  61                         
 7037.26    GdII                         600.     
 7037.37    NiI         288                2.      
 7037.45    F I         6                 15.     
 7038.251   FeI         1051              40.     
 7038.80    TiI         256                6.     
 7038.818   FeI         1078               2.     
 7039.22    SmII        57,61            600.      
 7039.36    TiI         307                1.      
 7042.06    AlII        3                 10.     
 7042.24    SmII        58               500.      
 7044.60    FeI         1276               1.      
 7045.8     C II        26                 0.      
 7045.96    LaI         6                300.      
 7047.99    [FeII ]  F  31        
 7050.65    TiI         256                1.      
 7051.00    GdII        122              200.     
 7051.04    [TiII ]  F  17        
 7051.7     [CrIV ]  F  1        
 7052.872   CoI         54                60.     
 7052.9     C II        26                 1.      
 7053.48    FeI   P  P  1186        
 7054.      TiO                                          
 7054.042   CoI         140               10.     
 7054.37    [NiII ]  F  8        
 7054.62    GdII        130              200.     
 7055.01    ArII        74                 2.     
 7055.06    [TiII ]  F  17        
 7056.60    AlII        3                  5.     
 7057.96    FeI   P  P  815                        
 7058.02    GdII        130               80.     
 7058.76    [ZrII ]  F  3        
 7059.62    [FeXV ]  C   1                      454.     
 7059.941   BaI         5               2000.      
 7060.43    MgI   P  P  32        
 7061.90    HfII  ?  ?                    30.     
 7062.80    FeI   P  P  1273                       
 7062.97    NiI         64                 4.      
 7063.4     C II        26                 1.      
 7063.57    NiI         270                2.      
 7063.64    AlII        3                  1.     
 7065.15    TiI         100                1.      
 7065.188   HeI         10                 5.            
 7065.719   HeI         10                 1.            
 7066.07    [ZrII ]  F  15        
 7066.15    FeI   P  P  1277                       
 7066.24    LaII        1                300.     
 7067.2170  ArI         1                 20.      
 7067.44    FeII                          20.     
 7067.50    NiI         277                2.      
 7068.02    FeI   P  P  1276                       
 7068.37    LaI         1                100.     
 7068.415   FeI         1004              40.     
 7068.60    FeI   P  P  1276                       
 7069.11    TiI         307                2.     
 7069.54    FeI   P  P  205                1.     
 7070.071   SrI         3               2000.     
 7071.88    FeI         1194               1.     
 7072.82    FeI   P  P  1003                       
 7074.45    FeI   P  P  1173                       
 7075.26    [FeII ]  F  31        
 7077.03    ArII        20                 1.     
 7077.10    EuII        8               3000.     
 7078.2     [FeIII]  F  9        
 7078.25    [NiII ]  F  8        
 7079.32    FeI   P  P  1278                       
 7080.2     [FeXV ]  F  1        
 7082.22    NiI         267                1.      
 7082.37    SmII        55               400.      
 7083.396   FeI         1277               1.      
 7084.25    TiI   P  P  99        
 7084.33    SiI         60                 2.      
 7084.974   CoI         54               100.     
 7085.52    GdII        130               50.     
 7086.7     [CrIV ]  F  2        
 7086.76    FeI         815,1311           2.     
 7087.10    [CrI  ]  F  10        
 7087.35    ZrI         42                20.     
 7087.39    [TiI  ]  F  4        
 7088.      TiO                                          
 7088.3     [FeIII]  F  15        
 7089.03    SiI   P  P  70        
 7089.73    FeI   P  P  1220                       
 7090.404   FeI         1051              40.     
 7090.55    ArII        60               000.     
 7091.17    [Y II ]  F  1        
 7091.68    [CrI  ]  F  10        
 7091.83    FeI         1278               1.      
 7091.91    FeI   P  P  1277               1.      
 7092.89    [FeI  ]  F  15        
 7093.10    FeI   P  P  1189                       
 7093.98    [FeII ]  F  31        
 7094.      TiO                                          
 7094.30    FeI   P  P  778                        
 7095.40    NiI         276                4.      
 7095.425   FeI         1105               3.     
 7097.78    ZrI         42               150.     
 7100.20    FeI   P  P  267                        
 7101.28    FeI   P  P  61                         
 7102.84    [NiII ]  F  13        
 7102.95    ZrI         42                80.     
 7103.15    FeI   P  P  167                        
 7103.28    N IV        4                  1.     
 7103.77    ZrI         42                40.     
